,Name,City,Country,IATA,Lat,Long,city_population,country_population,country_density,source_airport,destination_flights,flights_coefficient
0,Goroka Airport,Goroka,Papua New Guinea,GKA,-6.0816898345900015,145.391998291,43741.0,8776109.0,18.9614,GKA,306.0,142.94319880418536
1,Madang Airport,Madang,Papua New Guinea,MAG,-5.20707988739,145.789001465,24444.0,8776109.0,18.9614,MAG,171.0,142.94319880418536
2,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,-5.826789855957031,144.29600524902344,74903.0,8776109.0,18.9614,HGU,524.0,142.94319880418536
3,Nadzab Airport,Nadzab,Papua New Guinea,LAE,-6.569803,146.725977,101061.0,8776109.0,18.9614,LAE,707.0,142.94319880418536
4,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,-9.44338035583496,147.22000122070312,382516.0,8776109.0,18.9614,POM,2676.0,142.94319880418536
5,Wewak International Airport,Wewak,Papua New Guinea,WWK,-3.5838301181800003,143.66900634799998,25159.0,8776109.0,18.9614,WWK,176.0,142.94319880418536
6,Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,61.1604995728,-45.4259986877,15214.0,56672.0,0.0262,UAK,35.0,434.67313712085775
7,Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,64.19090271,-51.678100585900005,85196.0,56672.0,0.0262,GOH,196.0,434.67313712085775
8,Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,67.0122218992,-50.7116031647,111711.0,56672.0,0.0262,SFJ,257.0,434.67313712085775
9,Thule Air Base,Thule,Greenland,THU,76.5311965942,-68.70320129390001,3478.0,56672.0,0.0262,THU,8.0,434.67313712085775
10,Akureyri Airport,Akureyri,Iceland,AEY,65.66000366210939,-18.07270050048828,49988.0,339031.0,3.2916,AEY,115.0,434.67313712085775
11,Egilsstaðir Airport,Egilsstadir,Iceland,EGS,65.28330230712889,-14.401399612426758,32166.0,339031.0,3.2916,EGS,74.0,434.67313712085775
14,Ísafjörður Airport,Isafjordur,Iceland,IFJ,66.05809783935547,-23.13529968261719,19561.0,339031.0,3.2916,IFJ,45.0,434.67313712085775
15,Keflavik International Airport,Keflavik,Iceland,KEF,63.985000610352,-22.605600357056,668093.0,339031.0,3.2916,KEF,1537.0,434.67313712085775
17,Reykjavik Airport,Reykjavik,Iceland,RKV,64.1299972534,-21.9405994415,105191.0,339031.0,3.2916,RKV,242.0,434.67313712085775
20,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,46.48500061035156,-84.5093994140625,139096.0,37411047.0,3.7468,YAM,320.0,434.67313712085775
21,St. Anthony Airport,St. Anthony,Canada,YAY,51.391899108900006,-56.083099365200006,11302.0,37411047.0,3.7468,YAY,26.0,434.67313712085775
24,Baie Comeau Airport,Baie Comeau,Canada,YBC,49.13249969482422,-68.20439910888672,39556.0,37411047.0,3.7468,YBC,91.0,434.67313712085775
25,CFB Bagotville,Bagotville,Canada,YBG,48.33060073852539,-70.99639892578125,59985.0,37411047.0,3.7468,YBG,138.0,434.67313712085775
26,Baker Lake Airport,Baker Lake,Canada,YBK,64.29889678960001,-96.077796936,50423.0,37411047.0,3.7468,YBK,116.0,434.67313712085775
27,Campbell River Airport,Campbell River,Canada,YBL,49.95080184936523,-125.27100372314452,163003.0,37411047.0,3.7468,YBL,375.0,434.67313712085775
28,Brandon Municipal Airport,Brandon,Canada,YBR,49.91,-99.951897,21734.0,37411047.0,3.7468,YBR,50.0,434.67313712085775
29,Cambridge Bay Airport,Cambridge Bay,Canada,YCB,69.1081008911,-105.138000488,38686.0,37411047.0,3.7468,YCB,89.0,434.67313712085775
30,Nanaimo Airport,Nanaimo,Canada,YCD,49.0549702249,-123.869862556,136488.0,37411047.0,3.7468,YCD,314.0,434.67313712085775
31,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,49.2963981628,-117.632003784,44337.0,37411047.0,3.7468,YCG,102.0,434.67313712085775
33,Charlo Airport,Charlo,Canada,YCL,47.990799,-66.330299,6086.0,37411047.0,3.7468,YCL,14.0,434.67313712085775
34,Kugluktuk Airport,Coppermine,Canada,YCO,67.816704,-115.143997,35644.0,37411047.0,3.7468,YCO,82.0,434.67313712085775
37,Clyde River Airport,Clyde River,Canada,YCY,70.4860992432,-68.5167007446,20865.0,37411047.0,3.7468,YCY,48.0,434.67313712085775
38,Coral Harbour Airport,Coral Harbour,Canada,YZS,64.1932983398,-83.3593978882,35644.0,37411047.0,3.7468,YZS,82.0,434.67313712085775
41,Deer Lake Airport,Deer Lake,Canada,YDF,49.21080017089844,-57.39139938354492,259935.0,37411047.0,3.7468,YDF,598.0,434.67313712085775
44,Dawson Creek Airport,Dawson Creek,Canada,YDQ,55.7422981262207,-120.18299865722656,19126.0,37411047.0,3.7468,YDQ,44.0,434.67313712085775
45,Edmonton International Airport,Edmonton,Canada,YEG,53.3097000122,-113.580001831,1461182.0,37411047.0,3.7468,YEG,6974.0,434.67313712085775
46,Arviat Airport,Eskimo Point,Canada,YEK,61.0942001343,-94.0708007812,52596.0,37411047.0,3.7468,YEK,121.0,434.67313712085775
50,Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,68.30419921880001,-133.483001709,38252.0,37411047.0,3.7468,YEV,88.0,434.67313712085775
51,Iqaluit Airport,Iqaluit,Canada,YFB,63.756402,-68.555801,172131.0,37411047.0,3.7468,YFB,396.0,434.67313712085775
52,Fredericton Airport,Fredericton,Canada,YFC,45.86890029907226,-66.53720092773439,154744.0,37411047.0,3.7468,YFC,356.0,434.67313712085775
54,Flin Flon Airport,Flin Flon,Canada,YFO,54.6781005859375,-101.68199920654295,32166.0,37411047.0,3.7468,YFO,74.0,434.67313712085775
56,Fort Simpson Airport,Fort Simpson,Canada,YFS,61.76020050048828,-121.23699951171876,42598.0,37411047.0,3.7468,YFS,98.0,434.67313712085775
57,Kingston Norman Rogers Airport,Kingston,Canada,YGK,44.22529983520508,-76.5969009399414,590940.0,37411047.0,3.7468,YGK,53.0,434.67313712085775
58,La Grande Rivière Airport,La Grande Riviere,Canada,YGL,53.62530136108398,-77.7042007446289,26950.0,37411047.0,3.7468,YGL,62.0,434.67313712085775
59,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,48.775299072299994,-64.4785995483,50423.0,37411047.0,3.7468,YGP,116.0,434.67313712085775
61,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,47.42470169067383,-61.778099060058594,51727.0,37411047.0,3.7468,YGR,119.0,434.67313712085775
63,Dryden Regional Airport,Dryden,Canada,YHD,49.831699,-92.744202,28254.0,37411047.0,3.7468,YHD,65.0,434.67313712085775
64,Ulukhaktok Holman Airport,Holman Island,Canada,YHI,70.76280212402344,-117.80599975585938,8694.0,37411047.0,3.7468,YHI,20.0,434.67313712085775
65,Gjoa Haven Airport,Gjoa Haven,Canada,YHK,68.635597229,-95.8497009277,39121.0,37411047.0,3.7468,YHK,90.0,434.67313712085775
66,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,43.173599243199995,-79.93499755859999,766688.0,37411047.0,3.7468,YHM,66.0,434.67313712085775
67,Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,45.5175018311,-73.4169006348,4220566.0,37411047.0,3.7468,YHU,147.0,434.67313712085775
68,Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,60.8396987915,-115.782997131,29558.0,37411047.0,3.7468,YHY,68.0,434.67313712085775
69,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,44.880798339799995,-63.508598327600005,412674.0,37411047.0,3.7468,YHZ,3774.0,434.67313712085775
71,Pond Inlet Airport,Pond Inlet,Canada,YIO,72.6832962036,-77.9666976929,7390.0,37411047.0,3.7468,YIO,17.0,434.67313712085775
73,Stephenville Airport,Stephenville,Canada,YJT,48.5442008972168,-58.54999923706055,9563.0,37411047.0,3.7468,YJT,22.0,434.67313712085775
74,Kamloops Airport,Kamloops,Canada,YKA,50.7022018433,-120.444000244,265586.0,37411047.0,3.7468,YKA,611.0,434.67313712085775
75,Waterloo Airport,Waterloo,Canada,YKF,43.4608001709,-80.3786010742,10433.0,37411047.0,3.7468,YKF,24.0,434.67313712085775
76,Schefferville Airport,Schefferville,Canada,YKL,54.80530166625977,-66.8052978515625,40425.0,37411047.0,3.7468,YKL,93.0,434.67313712085775
81,Lloydminster Airport,Lloydminster,Canada,YLL,53.30920028686523,-110.072998046875,10433.0,37411047.0,3.7468,YLL,24.0,434.67313712085775
83,Kelowna International Airport,Kelowna,Canada,YLW,49.9561004639,-119.377998352,1065384.0,37411047.0,3.7468,YLW,2451.0,434.67313712085775
86,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,56.653301238999994,-111.222000122,429892.0,37411047.0,3.7468,YMM,989.0,434.67313712085775
87,Moosonee Airport,Moosonee,Canada,YMO,51.29109954833984,-80.60780334472656,56073.0,37411047.0,3.7468,YMO,129.0,434.67313712085775
90,Natashquan Airport,Natashquan,Canada,YNA,50.18999862670898,-61.78919982910156,36513.0,37411047.0,3.7468,YNA,84.0,434.67313712085775
95,High Level Airport,High Level,Canada,YOJ,58.62139892578125,-117.16500091552734,23908.0,37411047.0,3.7468,YOJ,55.0,434.67313712085775
96,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,45.3224983215332,-75.66919708251953,1393086.0,37411047.0,3.7468,YOW,5327.0,434.67313712085775
100,Pickle Lake Airport,Pickle Lake,Canada,YPL,51.4463996887207,-90.21420288085938,9563.0,37411047.0,3.7468,YPL,22.0,434.67313712085775
101,Port Menier Airport,Port Menier,Canada,YPN,49.83639907836914,-64.28859710693361,19126.0,37411047.0,3.7468,YPN,44.0,434.67313712085775
103,Prince Rupert Airport,Prince Pupert,Canada,YPR,54.2860984802,-130.445007324,42598.0,37411047.0,3.7468,YPR,98.0,434.67313712085775
104,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,58.7672004699707,-111.11699676513672,10433.0,37411047.0,3.7468,YPY,24.0,434.67313712085775
106,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,46.7911,-71.393303,1186223.0,37411047.0,3.7468,YQB,2729.0,434.67313712085775
107,Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,52.18220138549805,-113.8939971923828,28689.0,37411047.0,3.7468,YQF,66.0,434.67313712085775
108,Windsor Airport,Windsor,Canada,YQG,42.27560043334961,-82.95559692382812,336082.0,37411047.0,3.7468,YQG,222.0,434.67313712085775
110,Kenora Airport,Kenora,Canada,YQK,49.78829956054688,-94.36309814453124,36513.0,37411047.0,3.7468,YQK,84.0,434.67313712085775
111,Lethbridge County Airport,Lethbridge,Canada,YQL,49.6302986145,-112.800003052,71287.0,37411047.0,3.7468,YQL,164.0,434.67313712085775
112,Greater Moncton International Airport,Moncton,Canada,YQM,46.11220169067383,-64.67859649658203,281669.0,37411047.0,3.7468,YQM,648.0,434.67313712085775
113,Comox Airport,Comox,Canada,YQQ,49.71080017089844,-124.88700103759766,301664.0,37411047.0,3.7468,YQQ,694.0,434.67313712085775
114,Regina International Airport,Regina,Canada,YQR,50.43190002441406,-104.66600036621094,522912.0,37411047.0,3.7468,YQR,1203.0,434.67313712085775
115,Thunder Bay Airport,Thunder Bay,Canada,YQT,48.37189865112305,-89.32389831542969,462058.0,37411047.0,3.7468,YQT,1063.0,434.67313712085775
116,Grande Prairie Airport,Grande Prairie,Canada,YQU,55.1796989441,-118.885002136,278191.0,37411047.0,3.7468,YQU,640.0,434.67313712085775
119,Gander International Airport,Gander,Canada,YQX,48.9369010925293,-54.56809997558594,94759.0,37411047.0,3.7468,YQX,218.0,434.67313712085775
120,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,46.1614,-60.047798,4925987.0,37411047.0,3.7468,YQY,116.0,434.67313712085775
121,Quesnel Airport,Quesnel,Canada,YQZ,53.026100158691406,-122.51000213623048,49553.0,37411047.0,3.7468,YQZ,114.0,434.67313712085775
122,Resolute Bay Airport,Resolute,Canada,YRB,74.71690368649999,-94.9693984985,17822.0,37411047.0,3.7468,YRB,41.0,434.67313712085775
126,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,62.811401367200006,-92.1157989502,348174.0,37411047.0,3.7468,YRT,801.0,434.67313712085775
127,Sudbury Airport,Sudbury,Canada,YSB,46.625,-80.79889678955078,163438.0,37411047.0,3.7468,YSB,376.0,434.67313712085775
129,Saint John Airport,St. John,Canada,YSJ,45.31610107421875,-65.89029693603516,119970.0,37411047.0,3.7468,YSJ,276.0,434.67313712085775
130,Fort Smith Airport,Fort Smith,Canada,YSM,60.020301818847656,-111.96199798583984,43468.0,37411047.0,3.7468,YSM,100.0,434.67313712085775
133,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,71.9938964844,-125.242996216,5217.0,37411047.0,3.7468,YSY,12.0,434.67313712085775
134,Cape Dorset Airport,Cape Dorset,Canada,YTE,64.2300033569,-76.5267028809,23038.0,37411047.0,3.7468,YTE,53.0,434.67313712085775
135,Thompson Airport,Thompson,Canada,YTH,55.80110168457031,-97.86419677734376,27820.0,37411047.0,3.7468,YTH,64.0,434.67313712085775
137,Timmins/Victor M. Power,Timmins,Canada,YTS,48.5696983337,-81.376701355,140400.0,37411047.0,3.7468,YTS,323.0,434.67313712085775
138,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,43.627499,-79.396202,6196731.0,37411047.0,3.7468,YTZ,2416.0,434.67313712085775
139,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,69.43329620361328,-133.0260009765625,9563.0,37411047.0,3.7468,YUB,22.0,434.67313712085775
140,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.4706001282,-73.7407989502,4220566.0,37411047.0,3.7468,YUL,18059.0,434.67313712085775
141,Repulse Bay Airport,Repulse Bay,Canada,YUT,66.5214004517,-86.22470092770003,17822.0,37411047.0,3.7468,YUT,41.0,434.67313712085775
142,Hall Beach Airport,Hall Beach,Canada,YUX,68.77610015869999,-81.2425,21734.0,37411047.0,3.7468,YUX,50.0,434.67313712085775
143,Rouyn Noranda Airport,Rouyn,Canada,YUY,48.20610046386719,-78.83560180664062,91717.0,37411047.0,3.7468,YUY,211.0,434.67313712085775
146,Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,67.5457992554,-64.03140258789999,25212.0,37411047.0,3.7468,YVM,58.0,434.67313712085775
147,Val-d'Or Airport,Val D'or,Canada,YVO,48.0532989502,-77.7827987671,163872.0,37411047.0,3.7468,YVO,377.0,434.67313712085775
148,Kuujjuaq Airport,Quujjuaq,Canada,YVP,58.09609985351562,-68.42690277099611,99541.0,37411047.0,3.7468,YVP,229.0,434.67313712085775
149,Norman Wells Airport,Norman Wells,Canada,YVQ,65.28160095214844,-126.7979965209961,64767.0,37411047.0,3.7468,YVQ,149.0,434.67313712085775
150,Vancouver International Airport,Vancouver,Canada,YVR,49.193901061999995,-123.183998108,2581079.0,37411047.0,3.7468,YVR,19102.0,434.67313712085775
154,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,49.909999847399995,-97.2398986816,816593.0,37411047.0,3.7468,YWG,3097.0,434.67313712085775
155,Wabush Airport,Wabush,Canada,YWK,52.92190170288086,-66.86440277099611,342958.0,37411047.0,3.7468,YWK,789.0,434.67313712085775
156,Williams Lake Airport,Williams Lake,Canada,YWL,52.1831016541,-122.054000854,157787.0,37411047.0,3.7468,YWL,363.0,434.67313712085775
158,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,49.610801696777,-115.78199768066,165611.0,37411047.0,3.7468,YXC,381.0,434.67313712085775
160,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,52.170799255371094,-106.6999969482422,584201.0,37411047.0,3.7468,YXE,1344.0,434.67313712085775
161,Medicine Hat Airport,Medicine Hat,Canada,YXH,50.01890182495117,-110.72100067138672,49119.0,37411047.0,3.7468,YXH,113.0,434.67313712085775
162,Fort St John Airport,Fort Saint John,Canada,YXJ,56.23809814453125,-120.73999786376952,161264.0,37411047.0,3.7468,YXJ,371.0,434.67313712085775
163,Sioux Lookout Airport,Sioux Lookout,Canada,YXL,50.11389923095703,-91.9052963256836,414679.0,37411047.0,3.7468,YXL,954.0,434.67313712085775
164,Pangnirtung Airport,Pangnirtung,Canada,YXP,66.1449966431,-65.71360015869999,50423.0,37411047.0,3.7468,YXP,116.0,434.67313712085775
166,Prince George Airport,Prince George,Canada,YXS,53.8894004822,-122.679000854,334699.0,37411047.0,3.7468,YXS,770.0,434.67313712085775
167,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,54.468498,-128.576009,252546.0,37411047.0,3.7468,YXT,581.0,434.67313712085775
168,London Airport,London,Canada,YXU,43.035599,-81.1539,9304016.0,37411047.0,3.7468,YXU,369.0,434.67313712085775
169,Abbotsford Airport,Abbotsford,Canada,YXX,49.02529907226562,-122.36100006103516,106930.0,37411047.0,3.7468,YXX,246.0,434.67313712085775
170,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,60.7095985413,-135.067001343,111711.0,37411047.0,3.7468,YXY,257.0,434.67313712085775
171,North Bay Jack Garland Airport,North Bay,Canada,YYB,46.363602,-79.422798,55639.0,37411047.0,3.7468,YYB,128.0,434.67313712085775
172,Calgary International Airport,Calgary,Canada,YYC,51.113899231000005,-114.019996643,1547484.0,37411047.0,3.7468,YYC,13930.0,434.67313712085775
173,Smithers Airport,Smithers,Canada,YYD,54.82469940185547,-127.18299865722656,57377.0,37411047.0,3.7468,YYD,132.0,434.67313712085775
174,Fort Nelson Airport,Fort Nelson,Canada,YYE,58.8363990784,-122.597000122,12606.0,37411047.0,3.7468,YYE,29.0,434.67313712085775
175,Penticton Airport,Penticton,Canada,YYF,49.46310043334961,-119.60199737548828,33905.0,37411047.0,3.7468,YYF,78.0,434.67313712085775
176,Charlottetown Airport,Charlottetown,Canada,YYG,46.290000915527344,-63.12110137939453,133445.0,37411047.0,3.7468,YYG,307.0,434.67313712085775
177,Taloyoak Airport,Spence Bay,Canada,YYH,69.5466995239,-93.5766983032,27820.0,37411047.0,3.7468,YYH,64.0,434.67313712085775
178,Victoria International Airport,Victoria,Canada,YYJ,48.646900177,-123.426002502,385999.0,37411047.0,3.7468,YYJ,2606.0,434.67313712085775
181,Churchill Airport,Churchill,Canada,YYQ,58.73920059204102,-94.06500244140624,19126.0,37411047.0,3.7468,YYQ,44.0,434.67313712085775
182,Goose Bay Airport,Goose Bay,Canada,YYR,53.3191986084,-60.425800323500006,239071.0,37411047.0,3.7468,YYR,550.0,434.67313712085775
183,St. John's International Airport,St. John's,Canada,YYT,47.618598938000005,-52.7518997192,724601.0,37411047.0,3.7468,YYT,1667.0,434.67313712085775
184,Kapuskasing Airport,Kapuskasing,Canada,YYU,49.41389846801758,-82.46749877929688,19126.0,37411047.0,3.7468,YYU,44.0,434.67313712085775
186,Mont Joli Airport,Mont Joli,Canada,YYY,48.60860061645508,-68.20809936523439,81284.0,37411047.0,3.7468,YYY,187.0,434.67313712085775
187,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.6772003174,-79.63059997559999,6196731.0,37411047.0,3.7468,YYZ,34206.0,434.67313712085775
190,Yellowknife Airport,Yellowknife,Canada,YZF,62.46279907226562,-114.44000244140624,562033.0,37411047.0,3.7468,YZF,1293.0,434.67313712085775
192,Sandspit Airport,Sandspit,Canada,YZP,53.25429916379999,-131.813995361,12606.0,37411047.0,3.7468,YZP,29.0,434.67313712085775
193,Chris Hadfield Airport,Sarnia,Canada,YZR,42.9994010925293,-82.30889892578125,11737.0,37411047.0,3.7468,YZR,27.0,434.67313712085775
194,Port Hardy Airport,Port Hardy,Canada,YZT,50.68059921264648,-127.36699676513672,26081.0,37411047.0,3.7468,YZT,60.0,434.67313712085775
196,Sept-Îles Airport,Sept-iles,Canada,YZV,50.22330093383789,-66.26560211181639,549427.0,37411047.0,3.7468,YZV,1264.0,434.67313712085775
200,Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,67.40750122070311,-134.86099243164062,9563.0,37411047.0,3.7468,ZFM,22.0,434.67313712085775
203,Soummam Airport,Bejaja,Algeria,BJA,36.712001800500005,5.0699200630200005,74610.0,43053054.0,18.0763,BJA,47.0,1587.4327485380118
204,Houari Boumediene Airport,Algier,Algeria,ALG,36.69100189208984,3.215409994125366,6346557.0,43053054.0,18.0763,ALG,3998.0,1587.4327485380118
205,Djanet Inedbirene Airport,Djanet,Algeria,DJG,24.292801,9.45244,22225.0,43053054.0,18.0763,DJG,14.0,1587.4327485380118
207,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,22.8115005493,5.45107984543,84134.0,43053054.0,18.0763,TMR,53.0,1587.4327485380118
209,Mecheria Airport,Mecheria,Algeria,MZW,33.535900116,-0.242353007197,34924.0,43053054.0,18.0763,MZW,22.0,1587.4327485380118
210,Rabah Bitat Airport,Annaba,Algeria,AAE,36.822201,7.809174,358241.0,43053054.0,18.0763,AAE,198.0,1587.4327485380118
211,Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,36.2760009765625,6.620389938354492,588938.0,43053054.0,18.0763,CZL,371.0,1587.4327485380118
212,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,35.4315986633,8.120719909670001,46036.0,43053054.0,18.0763,TEE,29.0,1587.4327485380118
213,Hassi R'Mel Airport,Tilrempt,Algeria,HRM,32.93040084838867,3.311539888381958,69848.0,43053054.0,18.0763,HRM,44.0,1587.4327485380118
214,Bou Chekif Airport,Tiaret,Algeria,TID,35.3410987854,1.4631500244100002,34924.0,43053054.0,18.0763,TID,22.0,1587.4327485380118
216,Ech Cheliff Airport,Ech-cheliff,Algeria,CFK,36.212699890100005,1.33176994324,14287.0,43053054.0,18.0763,CFK,9.0,1587.4327485380118
218,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,35.0167007446,-1.45000004768,60323.0,43053054.0,18.0763,TLM,38.0,1587.4327485380118
219,Es Senia Airport,Oran,Algeria,ORN,35.6239013672,-0.6211829781529999,899182.0,43053054.0,18.0763,ORN,897.0,1587.4327485380118
221,Ghriss Airport,Ghriss,Algeria,MUW,35.207698822021484,0.1471419930458068,69848.0,43053054.0,18.0763,MUW,44.0,1587.4327485380118
222,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,27.83760070800781,-0.1864140033721924,163506.0,43053054.0,18.0763,AZR,103.0,1587.4327485380118
223,Biskra Airport,Biskra,Algeria,BSK,34.793300628699996,5.73823022842,76197.0,43053054.0,18.0763,BSK,48.0,1587.4327485380118
224,El Golea Airport,El Golea,Algeria,ELG,30.5713005065918,2.8595900535583496,15875.0,43053054.0,18.0763,ELG,10.0,1587.4327485380118
225,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,32.38410186767578,3.7941100597381583,77785.0,43053054.0,18.0763,GHA,49.0,1587.4327485380118
226,Oued Irara Airport,Hassi Messaoud,Algeria,HME,31.673000335700003,6.140439987180001,125408.0,43053054.0,18.0763,HME,79.0,1587.4327485380118
227,In Salah Airport,In Salah,Algeria,INZ,27.2509994507,2.51202011108,38099.0,43053054.0,18.0763,INZ,24.0,1587.4327485380118
228,Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,33.067798614501946,6.088669776916504,25399.0,43053054.0,18.0763,TGR,16.0,1587.4327485380118
231,Ain el Beida Airport,Ouargla,Algeria,OGX,31.917200088500977,5.412779808044434,101596.0,43053054.0,18.0763,OGX,64.0,1587.4327485380118
232,In Aménas Airport,Zarzaitine,Algeria,IAM,28.0515,9.64291,9525.0,43053054.0,18.0763,IAM,6.0,1587.4327485380118
233,Cadjehoun Airport,Cotonou,Benin,COO,6.357230186462402,2.384350061416626,691949.0,11801151.0,104.7855,COO,902.0,767.1274944567627
234,Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,12.3532,-1.51242,2780331.0,20321378.0,74.4463,OUA,1047.0,2655.521489971347
235,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,11.160099983215332,-4.33096981048584,98255.0,20321378.0,74.4463,BOY,37.0,2655.521489971347
236,Kotoka International Airport,Accra,Ghana,ACC,5.605189800262451,-0.1667860001325607,2514005.0,30417856.0,127.5205,ACC,4897.0,913.3517764358938
237,Tamale Airport,Tamale,Ghana,TML,9.55718994140625,-0.8632140159606934,641911.0,30417856.0,127.5205,TML,564.0,913.3517764358938
238,Sunyani Airport,Sunyani,Ghana,NYI,7.361830234527588,-2.3287599086761475,20094.0,30417856.0,127.5205,NYI,22.0,913.3517764358938
239,Takoradi Airport,Takoradi,Ghana,TKD,4.896059989929199,-1.7747600078582764,168057.0,30417856.0,127.5205,TKD,184.0,913.3517764358938
240,Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,9.006790161132812,7.263169765472412,3277740.0,200963599.0,217.5477,ABV,2618.0,3898.135237861697
242,Benin Airport,Benin,Nigeria,BNI,6.3169798851013175,5.599500179290772,580823.0,200963599.0,217.5477,BNI,149.0,3898.135237861697
243,Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,4.976019859313965,8.347200393676758,579273.0,200963599.0,217.5477,CBQ,58.0,3898.135237861697
244,Akanu Ibiam International Airport,Enugu,Nigeria,ENU,6.4742698669433585,7.561960220336914,772872.0,200963599.0,217.5477,ENU,66.0,3898.135237861697
245,Ibadan Airport,Ibadan,Nigeria,IBA,7.362460136413574,3.97832989692688,3551961.0,200963599.0,217.5477,IBA,45.0,3898.135237861697
246,Ilorin International Airport,Ilorin,Nigeria,ILR,8.440210342407228,4.493919849395752,949866.0,200963599.0,217.5477,ILR,45.0,3898.135237861697
247,Yakubu Gowon Airport,Jos,Nigeria,JOS,9.639829635620115,8.869050025939941,895288.0,200963599.0,217.5477,JOS,25.0,3898.135237861697
248,Kaduna Airport,Kaduna,Nigeria,KAD,10.696000099182127,7.320109844207764,1113210.0,200963599.0,217.5477,KAD,78.0,3898.135237861697
249,Mallam Aminu International Airport,Kano,Nigeria,KAN,12.0476,8.52462,3999050.0,200963599.0,217.5477,KAN,273.0,3898.135237861697
252,Murtala Muhammed International Airport,Lagos,Nigeria,LOS,6.5773701667785645,3.321160078048706,14368332.0,200963599.0,217.5477,LOS,4756.0,3898.135237861697
254,Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,5.0154900550842285,6.94959020614624,8061344.0,200963599.0,217.5477,PHC,2068.0,3898.135237861697
255,Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,12.916299819946287,5.207190036773682,641249.0,200963599.0,217.5477,SKO,40.0,3898.135237861697
256,Yola Airport,Yola,Nigeria,YOL,9.257550239562988,12.430399894714355,417101.0,200963599.0,217.5477,YOL,107.0,3898.135237861697
259,Diori Hamani International Airport,Niamey,Niger,NIM,13.4815,2.18361,1291848.0,23310715.0,18.3984,NIM,669.0,1931.013452914798
263,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,35.75809860229492,10.75469970703125,170814.0,11694719.0,71.4792,MIR,150.0,1138.7583052479538
264,Tunis Carthage International Airport,Tunis,Tunisia,TUN,36.85100173950195,10.22719955444336,2365201.0,11694719.0,71.4792,TUN,2077.0,1138.7583052479538
265,Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,34.42200088500977,8.822500228881836,50106.0,11694719.0,71.4792,GAF,44.0,1138.7583052479538
266,Gabès Matmata International Airport,Gabes,Tunisia,GAE,33.87689971923828,10.103300094604492,50106.0,11694719.0,71.4792,GAE,44.0,1138.7583052479538
267,Djerba Zarzis International Airport,Djerba,Tunisia,DJE,33.875,10.775500297546388,343906.0,11694719.0,71.4792,DJE,302.0,1138.7583052479538
